article_id,authors_txt,title,pmid,volume,issue,abstract,year,journal_name,impact_factor,first_author_extracted,last_author_extracted,primary_affiliation,country
1936,Yuan Y;Gao B;Zhu S,Functional expression of a Drosophila antifungal peptide in Escherichia coli.,17169573,52,2,"Drosomycin is a key effector molecule involved in Drosophila innate immunity against fungal infection. This peptide is composed of 44 residues stabilized by four disulfide bridges. As the first step towards the understanding of the molecular basis for its specific antifungal activity, rapid and efficient production of the wild-type peptide and its mutants is needed. Here, we report a pGEX system for high-level expression of recombinant Drosomycin. The fusion Drosomycin protein with a carrier of Glutathione S-transferase (GST) was initially purified by affinity chromatography followed by Enterokinase cleavage. The digested product was separated by gel filtration and reverse phase HPLC. Mass spectrometry and circular dichroism spectroscopy analysis revealed that the recombinant peptide has identical molecular weight and correct structural conformation to native Drosomycin. Classical inhibition assay showed clear antifungal activity against Neurospora crassa with the IC(50) of 1.0muM. Successful expression of the CSalphabeta-type antifungal peptide in E. coli offers a basis for further studying its functional surface by alanine scanning mutagenesis strategy. Also, our work should be helpful in developing this peptide to an antifungal drug.",2007,Protein expression and purification,1.6,Yuan Y,Zhu S,"Group of Animal Innate Immunity, State Key Laboratory of Integrated Management of Pest Insects and Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing 100080, PR China.",China
3064,Engström Y;Kadalayil L;Sun SC;Samakovlis C;Hultmark D;Faye I,kappa B-like motifs regulate the induction of immune genes in Drosophila.,8345514,232,2,"The mammalian transcription factor NF-kappa B regulates a number of genes involved in immune and acute phase responses, by interacting with a nucleotide sequence element, the kappa B-motif. In this work we demonstrate the participation of similar motifs in the immune response of insects as well: kappa B-like motifs have a regulatory role in the synthesis of cecropins, a set of anti-bacterial peptides, triggered by the presence of bacterial cell wall components in the insect blood. We show that the upstream region of the Cecropin gene CecA1 contains elements responsible for inducible and tissue-specific expression. Furthermore, a trimer of kappa B-like motif confers high levels of inducible expression from the reporter gene, after transfection in a Drosophila blood cell line. As in the moth Hyalophora cecropia, stimulation with bacterial lipopolysaccharide induces a nuclear factor that specifically binds to the kappa B-like motif. Our data suggest a functional and evolutionary relationship between these insect immune response factors and the mammalian NF-kappa B.",1993,Journal of molecular biology,5.6,Engström Y,Faye I,"Department of Molecular Biology, Stockholm University, Sweden.",Sweden
2576,Lindmark H;Johansson KC;Stöven S;Hultmark D;Engström Y;Söderhäll K,Enteric bacteria counteract lipopolysaccharide induction of antimicrobial peptide genes.,11739510,167,12,"The humoral immunity of Drosophila involves the production of antimicrobial peptides, which are induced by evolutionary conserved microbial molecules, like LPS. By using Drosophila mbn-2 cells, we found that live bacteria, including E. coli, Salmonella typhimurium, Erwinia carotovora, and Pseudomonas aeruginosa, prevented LPS from inducing antimicrobial peptide genes, while Micrococcus luteus and Streptococcus equi did not. The inhibitory effect was seen at bacterial levels from 20 per mbn-2 cell, while antimicrobial peptides were induced at lower bacterial concentrations (&lt; or =2 bacteria per cell) also in the absence of added LPS. Gel shift experiment suggests that the inhibitory effect is upstream or at the level of the activation of the transcription factor Relish, a member of the NF-kappaB/Rel family. The bacteria have to be in physical contact with the cells, but not phagocytosed, to prevent LPS induction. Interestingly, the inhibiting mechanism is, at least for E. coli, independent of the type III secretion system, indicating that the inhibitory mechanism is unrelated to the one earlier described for YopJ from Yersinia.",2001,"Journal of immunology (Baltimore, Md. : 1950)",4.4,Lindmark H,Söderhäll K,"Department of Comparative Physiology, Evolutionary Biology Centre, Uppsala University, Uppsala, Sweden.",Sweden
2800,Franc NC;Heitzler P;Ezekowitz RA;White K,Requirement for croquemort in phagocytosis of apoptotic cells in Drosophila.,10373118,284,5422,Macrophages in the Drosophila embryo are responsible for the phagocytosis of apoptotic cells and are competent to engulf bacteria. Croquemort (CRQ) is a CD36-related receptor expressed exclusively on these macrophages. Genetic evidence showed that crq was essential for efficient phagocytosis of apoptotic corpses but was not required for the engulfment of bacteria. The expression of CRQ was regulated by the amount of apoptosis. These data define distinct pathways for the phagocytosis of corpses and bacteria in Drosophila.,1999,"Science (New York, N.Y.)",56.9,Franc NC,White K,"Cutaneous Biology Research Center, Laboratory of Developmental Immunology, and Department of Pediatrics, Massachusetts General Hospital, Harvard Medical School. Charlestown, MA 02129, USA.",USA
3440,Basset A;Tzou P;Lemaitre B;Boccard F,"A single gene that promotes interaction of a phytopathogenic bacterium with its insect vector, Drosophila melanogaster.",12612613,4,2,"Insects are major vectors of plant and animal disease, and bacterial phytopathogens are often disseminated by flies. We have previously reported that some isolates of the phytopathogenic bacterial species Erwinia carotovora infect Drosophila and activate an immune response. Using a genetic screen, we have now identified two genes that are required by E. carotovora to infect Drosophila. One of these genes has a regulatory role whereas the other, evf, confers an infectious phenotype: its transfer to non-infectious Erwinia strains or to several enterobacteria improves survival in the gut and triggers the immune response. Overexpression of Erwinia virulence factor (evf) allowed bacteria to colonize the apical side of the gut epithelium and in some cases to spread to the body cavity. Our results demonstrate a specific interaction between plant pathogens and flies that promote their dissemination.",2003,EMBO reports,9.071,Basset A,Boccard F,"Centre de Génétique Moléculaire du CNRS, Avenue de la Terrasse, Bât. 26, F-91198 Gif-sur-Yvette Cedex, France.",France
3448,RIZKI MT;RIZKI RM,Functional significance of the crystal cells in the larva of Drosophila melanogaster.,13654442,5,2,"Cytoplasmic crystalline inclusions are found in some larval haemocytes of Drosophila melanogaster. Blackening can be experimentally induced in these cells, and previously it was suggested that either the substrate or enzyme for the tyrosine-tyrosinase system leading to melanin production in Drosophila larvae is found in these inclusions in the crystal cells. The present report is an attempt to further localize the enzyme and substrate. Larvae have been fed on food containing alpha-C(14)-tyrosine and autoradiographs of the blood cells taken from these larvae subsequently prepared. The C(14) activity in the crystal cells is restricted to the crystal inclusions in the cells and is significantly higher than that found in the other type of haemocytes, the plasmatocytes. When samples of the blood cells are incubated in DOPA solution, the extra-crystalline cytoplasm becomes blackened while the crystals themselves remain colorless. These observations are consistent with the hypothesis that the substrate is localized in the crystal inclusions whereas enzyme is found in the surrounding cytoplasm. An in vivo structural isolation would serve to separate enzyme and substrate rather than an inhibition by dehydrogenases as postulated by previous authors. In vitro examination with the phase microscope has shown that the crystal cells rupture easily and the crystals dissolve in the haemolymph. Therefore any treatment which tends to disrupt the structural integrity of the cell will allow the enzyme and substrate to come together. Humoral factors preceding metamorphosis might account for the in vivo release of the enzymatic reaction by initially altering the permeability of the cell.",1959,The Journal of biophysical and biochemical cytology,7.8,RIZKI MT,RIZKI RM,,
3452,Williams MJ;Wiklund ML;Wikman S;Hultmark D,Rac1 signalling in the Drosophila larval cellular immune response.,16621891,119,Pt 10,"The Drosophila larval cellular immune response involves cells (hemocytes) that can be recruited from a hematopoietic organ located behind the brain, as well as a sessile population of cells found just underneath the larval cuticle arranged in a segmental pattern. By using two Rac1 GTPase effector-loop mutants together with epistasis studies, we show that Rac1 requires the Drosophila melanogaster Jun N-terminal kinase Basket (Bsk), as well as stable actin formation to recruit the sessile hemocyte population. We show that actin stabilization is necessary for Rac1-induced hemocyte activation by lowering cofilin (encoded by the twinstar gene tsr) expression in blood cells. Removing Bsk by RNAi suppressed Rac1-induced release of sessile hemocytes. RNAi against Bsk also suppressed Rac1 induction of lamellocytes, a specialized population of hemocytes necessary for the encapsulation of invading pathogens. Furthermore, Rac1 and Bsk are involved in regulating the formation of actin- and focal adhesion kinase (FAK)-rich placodes in hemocytes. Lastly, Rac1 and Bsk are both required for the proper encapsulation of eggs from the parasitoid wasp Leptipolina boulardi. From these data we conclude that Rac1 induces Bsk activity and stable actin formation for cellular immune activation, leading to sessile hemocyte release and an increase in the number of circulating hemocytes.",2006,Journal of cell science,4.0,Williams MJ,Hultmark D,"Umeå Centre for Molecular Pathogenesis (UCMP), Umeå University, S-901 87, Umeå, Sweden. micheal.williams@ucmp.umu.se",Sweden
2257,Chen HX;Li Y;Jiang ZZ;Qu XM;Yang SL;Ma WJ,The existence of a putative post-transcriptional regulatory element in 3'-UTR of Drosophila antibacterial peptide diptericin's mRNA.,15013774,561,1-3,"Antibacterial peptides' genes are rapidly and transiently expressed on immune stimulation, which is the characteristic of immediate early genes. It implies post-transcriptional regulation is an important pathway in antibacterial peptides' gene expression. In a search of putative post-transcriptional regulatory elements, we found a segment of an AU-rich sequence in 3'-untranslated region (UTR) of drosophila diptericin mRNA. 3'-UTR of diptericin mRNA can be specifically bound with Elav and this binding can be competed with the typical AU-rich element (ARE) of c-fos mRNA. These results suggest that the AU-rich sequence in the 3'-UTR of diptericin mRNA may be a cis-acting element and involved in post-transcriptional regulation.",2004,FEBS letters,3.5,Chen HX,Ma WJ,"Health Science Center, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences and Shanghai Second Medical University, 225 South Chongqing Road, Shanghai 200025, PR China.",China
2809,Meng X;Khanuja BS;Ip YT,"Toll receptor-mediated Drosophila immune response requires Dif, an NF-kappaB factor.",10197979,13,7,"The induction of immunity genes in Drosophila has been proposed to be dependent on Dorsal, Dif, and Relish, the NF-kappaB-related factors. Here we provide genetic evidence that Dif is required for the induction of only a subset of antimicrobial peptide genes. The results show that the presence of Dif without Dorsal is sufficient to mediate the induction of drosomycin and defensin. We also demonstrate that Dif is a downstream component of the Toll signaling pathway in activating the drosomycin expression. These results reveal that individual members of the NF-kappaB family in Drosophila have distinct roles in immunity and development.",1999,Genes & development,10.5,Meng X,Ip YT,"Program in Molecular Medicine, Department of Cell Biology, and Department of Biochemistry and Molecular Biology, University of Massachusetts Medical School, Worcester, Massachusetts 01605 USA.",USA
3439,Babcock DT;Brock AR;Fish GS;Wang Y;Perrin L;Krasnow MA;Galko MJ,Circulating blood cells function as a surveillance system for damaged tissue in Drosophila larvae.,18632567,105,29,"Insects have an open circulatory system in which the heart pumps blood (hemolymph) into the body cavity, where it directly bathes the internal organs and epidermis. The blood contains free and tissue-bound immune cells that function in the inflammatory response. Here, we use live imaging of transgenic Drosophila larvae with fluorescently labeled blood cells (hemocytes) to investigate the circulatory dynamics of larval blood cells and their response to tissue injury. We find that, under normal conditions, the free cells rapidly circulate, whereas the tissue-bound cells are sessile. After epidermal wounding, tissue-bound cells around the wound site remain sessile and unresponsive, whereas circulating cells are rapidly recruited to the site of damage by adhesive capture. After capture, these cells distribute across the wound, appear phagocytically active, and are subsequently released back into circulation by the healing epidermis. The results demonstrate that circulating cells function as a surveillance system that monitors larval tissues for damage, and that adhesive capture, an important mechanism of recruitment of circulating cells to inflammatory sites in vertebrates, is shared by insects and vertebrates despite the vastly different architectures of their circulatory systems.",2008,Proceedings of the National Academy of Sciences of the United States of America,11.1,Babcock DT,Galko MJ,"Department of Biochemistry and Molecular Biology, University of Texas Graduate School of Biomedical Sciences, University of Texas MD Anderson Cancer Center, 1515 Holcombe Boulevard, Houston, TX 77030, USA.",USA
2311,Pearson AM;Baksa K;Rämet M;Protas M;McKee M;Brown D;Ezekowitz RA,Identification of cytoskeletal regulatory proteins required for efficient phagocytosis in Drosophila.,12919849,5,10,"Phagocytosis is a complex and apparently evolutionarily conserved process that plays a central role in the immune response to infection. By ultrastructural and functional criteria, Drosophila hemocyte (macrophage) phagocytosis resembles mammalian phagocytosis. Using a non-saturated forward genetic screen for larval hemocyte phagocytosis mutants, D-SCAR and profilin were identified as important regulators of phagocytosis in Drosophila. In both hemocytes ex vivo and the macrophage-like S2 cell line, lack of D-SCAR significantly decreased phagocytosis of Escherichia coli and Staphylococcus aureus. In contrast, profilin mutant hemocytes exhibited increased phagocytic activity. Analysis of double mutants suggests that D-SCAR and profilin interact during phagocytosis. Finally, RNA interference studies in S2 cells indicated that the D-SCAR homolog D-WASp also participates in phagocytosis. This study demonstrates that Drosophila provides a viable model system in which to dissect the complex interactions that regulate phagocytosis.",2003,Microbes and infection,5.8,Pearson AM,Ezekowitz RA,"Department of Pediatrics, Massachusetts General Hospital and Harvard Medical School, Boston, MA 02114, USA.",USA
1503,Aymeric JL;Givaudan A;Duvic B,"Imd pathway is involved in the interaction of Drosophila melanogaster with the entomopathogenic bacteria, Xenorhabdus nematophila and Photorhabdus luminescens.",20627393,47,14,"Xenorhabdus nematophila/Steinernema carpocapsae and Photorhabdus luminescens/Heterorhabditis bacteriophora are nemato-bacterial complexes highly pathogenic for insects. Using a syringe as artificial vector, we have analyzed the effects of the two bacteria, X. nematophila and P. luminescens on the genetic tool insect, Drosophila melanogaster. Both bacteria were found to kill adult flies in a dose dependent manner with X. nematophila being the fastest. On the other hand, when an injection of non-pathogenic bacteria, Escherichia coli, is performed 1 day before challenge with the entomopathogenic bacteria, then the survival of Drosophila flies was prolonged by at least 20h. After injection of entomopathogenic bacteria, Drosophila mutant Dif(1), affected on the Toll pathway, showed a similar phenotype than wild-type flies whereas Drosophila mutant Dredd(D55), affected on the imd pathway, was not protected by a prior injection of E. coli. This suggested that members of the imd pathway might be targets of these entomopathogenic bacteria albeit synthesis of antimicrobial peptides through this signaling pathway was induced by X. nematophila as well as P. luminescens. Finally, P. luminescens phoP mutant, an avirulent mutant in the Lepidopteran insect, Spodoptera littoralis, was found poorly virulent for D. melanogaster. phoP mutant partially protected D. melanogaster flies if injected 1 day before the injection of P. luminescens wild-type TT01 to the same extent than the E. coli-induced protection. However, phoP recovered a level of pathogenicity comparable to P. luminescens wild-type TT01 when injected to Drosophila flies affected on the imd pathway.",2010,Molecular immunology,3.6,Aymeric JL,Duvic B,"UMR INRA-UM2 1133, Laboratoire Ecologie Microbienne des Insectes et Interactions hôte-Pathogène, France.",France
2925,Kadalayil L;Petersen UM;Engström Y,Adjacent GATA and kappa B-like motifs regulate the expression of a Drosophila immune gene.,9092634,25,6,"The GATA motif is a well known positive cis -regulatory element in vertebrates. In this work we report experimental evidence for the direct participation of a GATA motif in the expression of the Drosophila antibacterial peptide gene Cecropin A1 . Previously we have shown that a kappaB-like site is necessary for Cecropin A1 gene expression. Here we present evidence that the Drosophila Rel protein which binds to the kappaB-like site requires an intact GATA site for maximal Dif-mediated transactivation of the Cecropin A1 gene. We show that a Drosophila blood cell line contains factors binding specifically to the GATA motif of the Cecropin A1 gene. The GATA binding activity is likely to include member(s) of the GATA family of transcriptional regulators. We show that the promoters of several inducible insect immune genes possess GATA sites 0-12 base pairs away from kappaB-like sites in functionally important promoter regions. Clusters of GATA and kappaB sites are also observed in the promoters of two important mammalian immune genes, namely IL6 and IL3. The consistent proximity of GATA and kappaB sites appears to be a common theme in the immune gene expression of insects and mammals.",1997,Nucleic acids research,14.9,Kadalayil L,Engström Y,"Department of Molecular Biology, Arrhenius Laboratories for Natural Sciences, Stockholm University, S-106 91, Sweden.",Sweden
1866,Persson C;Oldenvi S;Steiner H,Peptidoglycan recognition protein LF: a negative regulator of Drosophila immunity.,17967349,37,12,"Peptidoglycan recognition proteins (PGRPs) play important roles in the innate immune defence. Each PGRP detects a distinct subset of peptidoglycans and initiate immune signalling or enzymatic degradation of peptidoglycans. Here we characterize one of the 13 Drosophila PGRPs, PGRP-LF. PGRP-LF is membrane bound and has its two PGRP domains, z and w, localized outside the cell. Our data demonstrate that the z-and w-domain differ in their affinities to peptidoglycan. The z-domain has affinity to several groups of peptidoglycans while the w-domain only recognizes peptidoglycan from Escherichia coli. In addition, we observed that overexpression of PGRP-LF in Drosophila melanogaster Schneider 2 cells (S2 cells) promotes aggregation of cells. Furthermore, following immune stimulation of S2 cells overexpressing PGRP-LF, we noticed a reduced up-regulation of expression of antimicrobial peptide genes, in consonance with an immune suppressive role for PGRP-LF.",2007,Insect biochemistry and molecular biology,3.8,Persson C,Steiner H,"Department of Genetics, Microbiology, and Toxicology, University of Stockholm, S-106 91 Stockholm, Sweden.",Sweden
2519,Rämet M;Manfruelli P;Pearson A;Mathey-Prevot B;Ezekowitz RA,Functional genomic analysis of phagocytosis and identification of a Drosophila receptor for E. coli.,11912489,416,6881,"The recognition and phagocytosis of microbes by macrophages is a principal aspect of innate immunity that is conserved from insects to humans. Drosophila melanogaster has circulating macrophages that phagocytose microbes similarly to mammalian macrophages, suggesting that insect macrophages can be used as a model to study cell-mediated innate immunity. We devised a double-stranded RNA interference-based screen in macrophage-like Drosophila S2 cells, and have defined 34 gene products involved in phagocytosis. These include proteins that participate in haemocyte development, vesicle transport, actin cytoskeleton regulation and a cell surface receptor. This receptor, Peptidoglycan recognition protein LC (PGRP-LC), is involved in phagocytosis of Gram-negative but not Gram-positive bacteria. Drosophila humoral immunity also distinguishes between Gram-negative and Gram-positive bacteria through the Imd and Toll pathways, respectively; however, a receptor for the Imd pathway has not been identified. Here we show that PGRP-LC is important for antibacterial peptide synthesis induced by Escherichia coli both in vitro and in vivo. Furthermore, totem mutants, which fail to express PGRP-LC, are susceptible to Gram-negative (E. coli), but not Gram-positive, bacterial infection. Our results demonstrate that PGRP-LC is an essential component for recognition and signalling of Gram-negative bacteria. Furthermore, this functional genomic approach is likely to have applications beyond phagocytosis.",2002,Nature,64.8,Rämet M,Ezekowitz RA,"Laboratory of Developmental Immunology, Massachusetts General Hospital for Children, and Department of Pediatrics, Harvard Medical School, 55 Fruit Street, Boston, Massachusetts 02114, USA. mramet@partners.org",USA
2135,McGettigan J;McLennan RK;Broderick KE;Kean L;Allan AK;Cabrero P;Regulski MR;Pollock VP;Gould GW;Davies SA;Dow JA,Insect renal tubules constitute a cell-autonomous immune system that protects the organism against bacterial infection.,15894191,35,7,"Innate immunity is a widespread and important defence against microbial attack, which in insects is thought to originate mainly in the fat body. Here we demonstrate that the fluid-transporting Malpighian (renal) tubule of Drosophila melanogaster constitutes an autonomous immune-sensing tissue utilising the nitric oxide (NO) signalling pathway. Reverse transcriptase PCR (RT-PCR) shows that tubules express those genes encoding components of the Imd pathway. Furthermore, isolated tubules bind and respond to lipopolysaccharide (LPS), by upregulating anti-microbial peptide (diptericin) gene expression and increased bacterial killing. Excised, LPS-challenged tubules, as well as tubules from LPS-infected flies, display increased NO synthase (NOS) activity upon immune challenge. Targetted expression of a Drosophila NOS (dNOS) transgene to only principal cells of the tubule main segment using the GAL4/UAS system increases diptericin expression. In live flies, such targetted over-expression of dNOS to tubule principal cells confers increased survival of the whole animal upon E. coli challenge. Thus, we describe a novel role of Malpighian tubules in immune sensing and insect survival.",2005,Insect biochemistry and molecular biology,3.8,McGettigan J,Dow JA,"Division of Molecular Genetics, Institute of Biomedical and Life Sciences, University of Glasgow, Glasgow G12 8QQ, UK.",UK
1563,Becker T;Loch G;Beyer M;Zinke I;Aschenbrenner AC;Carrera P;Inhester T;Schultze JL;Hoch M,FOXO-dependent regulation of innate immune homeostasis.,20090753,463,7279,"The innate immune system represents an ancient host defence mechanism that protects against invading microorganisms. An important class of immune effector molecules to fight pathogen infections are antimicrobial peptides (AMPs) that are produced in plants and animals. In Drosophila, the induction of AMPs in response to infection is regulated through the activation of the evolutionarily conserved Toll and immune deficiency (IMD) pathways. Here we show that AMP activation can be achieved independently of these immunoregulatory pathways by the transcription factor FOXO, a key regulator of stress resistance, metabolism and ageing. In non-infected animals, AMP genes are activated in response to nuclear FOXO activity when induced by starvation, using insulin signalling mutants, or by applying small molecule inhibitors. AMP induction is lost in foxo null mutants but enhanced when FOXO is overexpressed. Expression of AMP genes in response to FOXO activity can also be triggered in animals unable to respond to immune challenges due to defects in both the Toll and IMD pathways. Molecular experiments at the Drosomycin promoter indicate that FOXO directly binds to its regulatory region, thereby inducing its transcription. In vivo studies in Drosophila, but also studies in human lung, gut, kidney and skin cells indicate that a FOXO-dependent regulation of AMPs is evolutionarily conserved. Our results indicate a new mechanism of cross-regulation of metabolism and innate immunity by which AMP genes can be activated under normal physiological conditions in response to the oscillating energy status of cells and tissues. This regulation seems to be independent of the pathogen-responsive innate immunity pathways whose activation is often associated with tissue damage and repair. The sparse production of AMPs in epithelial tissues in response to FOXO may help modulating the defence reaction without harming the host tissues, in particular when animals are suffering from energy shortage or stress.",2010,Nature,64.8,Becker T,Hoch M,"Development, Genetics & Molecular Physiology Unit, LIMES Institute, University of Bonn, Carl-Troll-Strasse 31, D-53115 Bonn, Germany.",Germany
2575,Irving P;Troxler L;Heuer TS;Belvin M;Kopczynski C;Reichhart JM;Hoffmann JA;Hetru C,A genome-wide analysis of immune responses in Drosophila.,11742098,98,26,"Oligonucleotide DNA microarrays were used for a genome-wide analysis of immune-challenged Drosophila infected with Gram-positive or Gram-negative bacteria, or with fungi. Aside from the expression of an established set of immune defense genes, a significant number of previously unseen immune-induced genes were found. Genes of particular interest include corin- and Stubble-like genes, both of which have a type II transmembrane domain; easter- and snake-like genes, which may fulfil the roles of easter and snake in the Toll pathway; and a masquerade-like gene, potentially involved in enzyme regulation. The microarray data has also helped to greatly reduce the number of target genes in large gene groups, such as the proteases, helping to direct the choices for future mutant studies. Many of the up-regulated genes fit into the current conceptual framework of host defense, whereas others, including the substantial number of genes with unknown functions, offer new avenues for research.",2001,Proceedings of the National Academy of Sciences of the United States of America,11.1,Irving P,Hetru C,"Institut de Biologie Moléculaire et Cellulaire, Unité Propre de Recherche, 9022 du Centre National de la Recherche Scientifique, 15 Rue Descartes, F67084 Strasbourg Cedex, France.",France
2325,Dionne MS;Ghori N;Schneider DS,Drosophila melanogaster is a genetically tractable model host for Mycobacterium marinum.,12761139,71,6,"Mycobacterium marinum is a pathogenic mycobacterial species that is closely related to Mycobacterium tuberculosis and causes tuberculosis-like disease in fish and frogs. We infected the fruit fly Drosophila melanogaster with M. marinum. This bacterium caused a lethal infection in the fly, with a 50% lethal dose (LD(50)) of 5 CFU. Death was accompanied by widespread tissue damage. M. marinum initially proliferated inside the phagocytes of the fly; later in infection, bacteria were found both inside and outside host cells. Intracellular M. marinum blocked vacuolar acidification and failed to colocalize with dead Escherichia coli, similar to infections of mouse macrophages. M. marinum lacking the mag24 gene were less virulent, as determined both by LD(50) and by death kinetics. Finally, in contrast to all other bacteria examined, mycobacteria failed to elicit the production of antimicrobial peptides in Drosophila.We believe that this system should be a useful genetically tractable model for mycobacterial infection.",2003,Infection and immunity,3.1,Dionne MS,Schneider DS,"Department of Microbiology and Immunology, Stanford University School of Medicine, California 94305, USA.",USA
2239,Hedengren-Olcott M;Olcott MC;Mooney DT;Ekengren S;Geller BL;Taylor BJ,Differential activation of the NF-kappaB-like factors Relish and Dif in Drosophila melanogaster by fungi and Gram-positive bacteria.,14985331,279,20,"The current model of immune activation in Drosophila melanogaster suggests that fungi and Gram-positive (G(+)) bacteria activate the Toll/Dif pathway and that Gram-negative (G(-)) bacteria activate the Imd/Relish pathway. To test this model, we examined the response of Relish and Dif (Dorsal-related immunity factor) mutants to challenge by various fungi and G(+) and G(-) bacteria. In Relish mutants, the Cecropin A gene was induced by the G(+) bacteria Micrococcus luteus and Staphylococcus aureus, but not by other G(+) or G(-) bacteria. This Relish-independent Cecropin A induction was blocked in Dif/Relish double mutant flies. Induction of the Cecropin A1 gene by M. luteus required Relish, whereas induction of the Cecropin A2 gene required Dif. Intact peptidoglycan (PG) was necessary for this differential induction of Cecropin A. PG extracted from M. luteus induced Cecropin A in Relish mutants, whereas PGs from the G(+) bacteria Bacillus megaterium and Bacillus subtilis did not, suggesting that the Drosophila immune system can distinguish PGs from various G(+) bacteria. Various fungi stimulated antimicrobial peptides through at least two different pathways requiring Relish and/or Dif. Induction of Attacin A by Geotrichum candidum required Relish, whereas activation by Beauvaria bassiana required Dif, suggesting that the Drosophila immune system can distinguish between at least these two fungi. We conclude that the Drosophila immune system is more complex than the current model. We propose a new model to account for this immune system complexity, incorporating distinct pattern recognition receptors of the Drosophila immune system, which can distinguish between various fungi and G(+) bacteria, thereby leading to selective induction of antimicrobial peptides via differential activation of Relish and Dif.",2004,The Journal of biological chemistry,4.8,Hedengren-Olcott M,Taylor BJ,"Department of Zoology, Oregon State University, 220 Nash Hall, Corvallis, OR 97331, USA.",USA
1999,Rus F;Kurucz E;Márkus R;Sinenko SA;Laurinyecz B;Pataki C;Gausz J;Hegedus Z;Udvardy A;Hultmark D;Andó I,Expression pattern of Filamin-240 in Drosophila blood cells.,16616709,6,8,"The expression pattern of Filamin-240 was studied in subsets of Drosophila blood cells by means of immunofluorescent staining and Western blot analysis with use of an antibody specific to a ""filamin-folding domain"", a consensus motif profile generated from the 20 existing filamin repeats. Expression of Filamin-240 is restricted to lamellocytes - a special blood cell type of the cellular immune response - and is involved in the regulation of lamellocyte development. In the cher1 homozygous larvae, which lack Filamin-240 protein, a vigorous lamellocyte differentiation occurs which is further enhanced upon in vivo immune challenge by a parasitic wasp, Leptopilina boulardi. By introducing a full-length transgene encoding the Drosophila Filamin-240 protein into the cher1 Filamin-deficient homozygous mutant, the mutant blood cell phenotype was rescued. These data demonstrate that the expression of Filamin-240 is strictly lamellocyte specific in Drosophila blood cells and that the protein is a suppressor of lamellocyte development.",2006,Gene expression patterns : GEP,1.2,Rus F,Andó I,"Biological Research Center of the Hungarian Academy of Sciences, H-6726 Szeged, Temesvári krt. 62, Hungary. tina@brc.hu",Hungary
2413,Munier AI;Doucet D;Perrodou E;Zachary D;Meister M;Hoffmann JA;Janeway CA;Lagueux M,"PVF2, a PDGF/VEGF-like growth factor, induces hemocyte proliferation in Drosophila larvae.",12446570,3,12,"Blood cells play a crucial role in both morphogenetic and immunological processes in Drosophila, yet the factors regulating their proliferation remain largely unknown. In order to address this question, we raised antibodies against a tumorous blood cell line and identified an antigenic determinant that marks the surface of prohemocytes and also circulating plasmatocytes in larvae. This antigen was identified as a Drosophila homolog of the mammalian receptor for platelet-derived growth factor (PDGF)/vascular endothelial growth factor (VEGF). The Drosophila receptor controls cell proliferation in vitro. By overexpressing in vivo one of its putative ligands, PVF2, we induced a dramatic increase in circulating hemocytes. These results identify the PDGF/VEGF receptor homolog and one of its ligands as important players in Drosophila hematopoiesis.",2002,EMBO reports,9.071,Munier AI,Lagueux M,"Institut de Biologie Moléculaire et Cellulaire, CNRS UPR 9022, 15 rue Descartes, 67084 Strasbourg, France.",France
1459,Chen J;Xie C;Tian L;Hong L;Wu X;Han J,Participation of the p38 pathway in Drosophila host defense against pathogenic bacteria and fungi.,21076039,107,48,"The signaling network of innate immunity in Drosophila is constructed by multiple evolutionarily conserved pathways, including the Toll- or Imd-regulated NF-κB and JNK pathways. The p38 MAPK pathway is evolutionarily conserved in stress responses, but its role in Drosophila host defense is not fully understood. Here we show that the p38 pathway also participates in Drosophila host defense. In comparison with wild-type flies, the sensitivity to microbial infection was slightly higher in the p38a mutant, significantly higher in the p38b mutant, but unchanged in the p38c mutant. The p38b;p38a double-mutant flies were hypersensitive to septic injury. The immunodeficiency of p38b;p38a mutant flies was also demonstrated by hindgut melanization and larvae stage lethality that were induced by microbes naturally presented in fly food. A canonical MAP3K-MKK cascade was found to mediate p38 activation in response to infection in flies. However, neither Toll nor Imd was required for microbe-induced p38 activation. We found that p38-activated heat-shock factor and suppressed JNK collectively contributed to host defense against infection. Together, our data demonstrate that the p38 pathway-mediated stress response contribute to Drosophila host defense against microbial infection.",2010,Proceedings of the National Academy of Sciences of the United States of America,11.1,Chen J,Han J,"Key Laboratory of the Ministry of Education for Cell Biology and Tumor Cell Engineering, School of Life Sciences, Xiamen University, Xiamen, Fujian 361005, China.",China
